sample_index,face guangpu mean1,face wenli mean30,face wenli mean78,face wenli mean94,face wenli mean102,face wenli mean126,face wenli mean166,left ear wenli mean218,left ear wenli mean1438,right ear wenli mean1574,right ear wenli variance1608,left ear wenli variance1088,left ear wenli variance262,left ear wenli mean904,face wenli variance535,left ear wenli variance872,left ear wenli variance848,face wenli variance1167
10,-0.004643815134396379,3.4550927298323453e-06,1.1922951680181115e-06,0.001349260826820434,-0.0010169805749348847,-0.0007525036381876417,-0.0017085709762795543,0.027603642242818364,0.007023478601645794,0.007581108743926961,-0.0023768131646572624,-0.0058019683744958625,-0.005945915205851578,-0.008449600958255173,-0.012577133844556556,-0.0795244309293342,0.016283411096198953,0.024585016312791506
11,-0.008798332957924114,-1.9660115699715276e-06,-8.844819373792141e-05,-0.0007901142849434133,0.0012485356065392763,-0.0012552809414087172,-0.001967967016289913,0.024412395602188615,0.006213200747014566,0.0016841707310437447,0.0016607935169561901,-0.0004877897523585663,0.04133838143889719,-0.00962733560542527,0.007768785020065621,-0.040260240719480804,0.00880163691953377,0.019508870675435445
12,0.003917798330522451,3.5865561230504983e-06,3.3661037113688357e-06,0.001401141310206285,-0.0010719200168153888,-0.0007403111388998294,-0.0017022805450830274,0.02873809148197107,0.007080499739290162,0.003302523527000032,0.00019378793670414243,0.0030050583461281285,-0.008076972940240023,-0.00823544627041555,0.020350704476740904,-0.05666843720516042,0.009296182131656715,0.024843673415332
13,0.027976909544586856,3.0742010235886842e-06,-5.105926906243499e-06,0.0011989463905819659,-0.0008578033527007474,-0.0007878292276420615,0.0010976072298604386,0.023436677739248547,0.004886202264198916,0.004646397246221452,-0.0020359969007852437,0.0006414996513143837,0.0053481141713267455,-0.010336577838959235,-0.0072887295664257395,-0.06972651003331166,0.013132869576405064,0.020861431774136487
14,-3.4181793876503344e-05,-2.3850511358543866e-06,-9.537720846985177e-05,-0.0009554833257358119,0.0014236550775333814,-0.0012941445328886185,0.0024824568906887195,0.025495562887921312,0.006915320308665577,0.005154082873482879,-0.004093941605229926,-0.012670494121253215,-0.03144216001913841,-0.008632863483966087,0.00545271029420995,-0.13338097650812475,0.025130873704780465,0.011551572312559528
15,-0.011550278212466783,-2.3521852875498483e-06,-9.483375633401409e-05,-0.000942513204889349,0.0014099202170632554,-0.0012910964080666654,0.0013062305037845432,0.027669079775992513,0.005924992595393689,0.008813915746278898,0.0014978636130323145,0.00696195381666565,0.01744680059301622,-0.010510433352894113,0.001535373791890889,-0.0018375507648359765,0.011879642432455064,0.01404114692451123
16,-0.011050286314397036,-4.055340497902869e-06,-0.00012299622237331654,-0.0016146433958971107,0.0021216803078544237,-0.0014490545908043035,0.002216573843506942,0.02680444987959834,0.006190948595738717,0.0008667733827233012,-0.004772710130756523,0.0008164997132449661,0.049000479828760435,-0.01059718690593977,0.00689445166671293,-0.0029965982861609405,0.001976445673425399,-0.005823359304618537
17,0.0003472796724788804,-2.6162858542827442e-06,-9.920078242556687e-05,-0.0010467373902627104,0.001520289631555339,-0.0013155902682430742,0.0011221230621576174,0.021929628341697725,0.00396070533781725,0.004514190942757471,-0.007638621682979939,-0.004551176337150902,-0.002939518578381874,-0.010315441096450115,-0.004126590925893934,-0.04589988016570865,0.01211462252194569,0.011398892772865517
18,-0.01519649608045332,-4.277184973958501e-06,-0.00012666452429022088,0.0876617093112161,-0.08093841679303881,0.014274370718438107,-0.0015384485111520506,0.020255818901573186,0.01241384828522765,0.0089404177168523,-0.014753757858436672,0.0030023381379115912,0.002963903816138556,-0.009402612546331094,-0.003260334555020371,0.031688560346293464,-0.005546676058978081,0.009512851400174842
19,-0.010803101333219227,-5.604096648042343e-07,-6.520591042843506e-05,-0.000235410009456305,0.000661125056075855,-0.0011249191744698327,-0.0019007099505949025,0.02323759955253178,0.020965735153924643,0.0064053450704808015,-0.00880172480571774,-0.006318304193375677,-0.004696520529942768,-0.009202161900338037,0.0026621128477125645,-0.09736106086709426,0.0182209555262747,0.0238018600856552
20,-0.003035762616959578,-7.981001748638405e-07,-6.913623391083257e-05,-0.00032921177629233016,0.0007604575291187307,-0.0011469636486286002,0.0019341784144342813,0.02275374342462736,0.004464481204922933,0.009041082414921318,-0.008891145319394701,-0.0036754707883307368,0.017124640167428307,-0.010853498942849787,-0.00951999597625185,-0.021667319042920154,0.003874979141821766,0.005169567553350051
21,-0.008698362121676519,-3.694403056701247e-06,-0.00011702795338152777,-0.0014722036758868509,0.0019708421080485766,0.01016468199643953,0.0016750631972451964,0.01885010721730977,0.005693163692438068,0.009359182860819425,-0.014998789159259679,0.01005039762696043,0.009498068706714763,-0.010218699851889146,-0.006783918161487771,-0.03755262103039469,0.007665239478529824,-0.0002766014390292073
22,0.022256876972705314,-1.3268881984779239e-06,-7.787999059636374e-05,-0.0005378917563398807,0.0009814416234684346,-0.001196005799781809,0.0031807509180674766,0.020715159773961545,0.004894439839430841,0.012944188308050802,-0.020155266040475333,0.012699175190700766,0.01928508667043274,-0.013812410622230509,-0.009907691135244192,-0.021947289882546114,0.006077980975200152,-0.0035116114506634146
23,0.03150308853107492,9.446067363630979e-06,0.00010025585592928597,0.003713528569689912,-0.0035206494263464085,0.004190030760609217,0.010044931220738473,0.020193189019682995,0.027615384033025932,0.004678945498597102,-0.005887125215798318,0.0003261569951009581,-0.0006157598042075777,-0.011719873113827895,-0.023426540559484486,-0.09085292964803796,0.017601453327522505,0.003353579145930663
