sample_index,face guangpu mean1,face wenli mean30,face wenli mean78,face wenli mean94,face wenli mean102,face wenli mean126,face wenli mean166,left ear wenli mean218,left ear wenli mean1438,right ear wenli mean1574,right ear wenli variance1608,face wenli variance951,left ear wenli variance246,left ear wenli mean214,right ear wenli mean1184
24,0.0558505487242354,0.0006498844338575419,0.00023303344318172561,0.006926395980982325,-0.007650268583140327,-0.002837265711620753,0.003223741626270515,0.07103308438310171,-0.04808093644977763,-0.05378942248904169,0.09576627565899347,0.015849907139402812,0.010816907596085426,-0.0765228949370324,0.019792151696188903
25,-0.006061900257266224,0.000928770956036996,0.00026442947534516416,0.00983098633608659,-0.009628116052305884,-0.00298096998606038,-0.02867393605755361,0.08594810426546085,-0.056622680348573845,-0.06485191309197672,0.09550204638504511,-0.018006300897591653,-0.008276371628818158,-0.08317878101134876,0.01091403112941146
26,0.04702811256001178,0.0014729938601840036,0.0003256961140810614,0.015499042956603645,-0.013487714161304743,0.019479678046032213,-0.20485634238154668,0.07214123380874793,-0.012566542229155,-0.05536119541808517,0.16460477663215872,0.0320691851736106,0.022880336816905614,-0.08459500611855617,-0.017407648352475255
27,0.031416058752086876,0.0011800644654213085,0.0002927191863051528,0.012448196726728224,-0.0114102754326494,-0.00311045616974273,-0.004559664437572066,0.07854068000083582,-0.02118853778782464,-0.011587997667929069,-0.005674052653659937,0.005758904150466624,0.0055409982666641275,-0.05266774631913147,0.03924480394065988
28,-0.08009942565399242,2.0911561839746128e-05,0.00016222596074951843,0.0003756723267586766,-0.0031896284870452144,-0.002513169410698166,-0.010139786975085328,0.0815074883865537,-0.02074344454819054,-0.03706777411445802,0.04794077707432034,0.011507650322261405,0.0016954484749439015,-0.017379896332426217,0.0260241134187203
29,0.03359640754847899,0.0005749891134135901,0.00022460199991521917,0.006146364648869525,-0.007119115199194808,-0.0027986737509938563,0.03300032289426817,0.07180579738745817,-0.07186779818973817,-0.015890508028566036,0.07122005362013943,-0.030374477127393724,0.02224526970421561,-0.046406105576672664,0.015545566884288906
30,0.06810472927147393,0.0006644200388121239,0.00023466980881568564,0.007077783640833157,-0.007753354272787641,-0.002844755598716104,0.033173775923992205,0.07196155678249055,-0.009375358577717787,-0.05516738864508353,0.1279920844163243,-0.05482060162492643,-0.025912397369281172,-0.029015092683002234,0.04321606294688713
31,0.0037022980877227654,-0.0012523088857074411,1.889142521890869e-05,-0.07024025626230875,0.03169002613040354,0.05669121439708361,-0.20121574008549314,0.07877159373650099,-0.01091924765337789,-0.04258739100954542,0.09638958574112838,-0.09082003153567748,0.004508640681504821,-0.003282113050467416,-0.046604813377905056
32,0.0982625657550377,-0.15686507547338643,-0.0011539112391478414,-0.6822030611227421,0.5088684418626179,0.03225806016689656,-0.11795350749757684,0.08150732209359131,-0.0629236720187475,-0.03001902178038745,0.014271869974655432,-0.1452600996518728,-0.0022263719805455003,-0.08930363432734548,0.15912721676520505
33,0.01951917430656369,0.0005767136767132865,0.00022479614499043479,0.006164325896648438,-0.007131345704746185,-0.0027995623816661863,-0.06254314872937052,0.08166797033374486,-0.029193697058839743,-0.03367421751919885,0.053777533984746086,-0.009042721915162895,-0.039639266999544814,0.012835247733365487,0.04448508757780468
34,0.053089246474409164,9.161865712729205e-05,0.00017018590883335826,0.001112083485694109,-0.003691079214651672,-0.002549603268263689,-0.03702261742212217,0.07115613361648926,-0.007797300728105981,-0.007804889458936572,-0.030697919918497747,0.05538788566463648,-0.0013718844135046167,0.0068062695924117275,0.05255440701635799
35,0.07985674819159456,0.0005348314251492334,0.0002200811931637699,0.005728124164874821,-0.0068343191413555915,-0.0027779813510524607,-0.03818422710603165,0.07771644305377295,-0.01140525350392785,-0.011622882887069377,0.005982523393220784,0.06101384308324687,0.002728802132204668,-0.10231620980903391,0.019563302907253572
36,0.0723601767911146,0.001192875507076195,0.00029416140686389737,0.01258162313880015,-0.01150113061674534,-0.003117057426165751,-0.10099429281172129,0.09140111505876948,-0.01678009156435781,0.017442318859990386,-0.010013510345044363,0.015626654860886303,0.02171479016217923,-0.06173910824743885,0.01624474287520842
